SalePrice,LnSalePrice,Age,GrLivArea,BaseLivArea,Location,Amenities,RoadRail,BedroomAbvGr,Bathrooms,OverallCond,OverallQual,LotFrontage,LotArea,TwoStory_dum,FlatContour_dum,FlatRoof_dum,GarageArea,Garage_dum,CentralAirNum,LowQualFinSF,Fireplaces,KitchenQual_Ex,Zoning_2,Zoning_3,Zoning_4,YrSold_2007,YrSold_2008,YrSold_2009,YrSold_2010
189000.0,12.14950229404178,18.0,1845.0,0.0,1,0,0,3.0,2.5,5.0,6.0,70.0,11218.0,1,1,0,462.0,1,1,0.0,1.0,0,0,1,0,0,0,0,1
99500.0,11.507912923146684,31.0,918.0,0.0,1,0,0,2.0,2.0,5.0,6.0,55.0,7892.0,0,1,0,264.0,1,1,0.0,1.0,0,0,1,0,0,0,0,1
125000.0,11.736069016284437,26.0,752.0,744.0,1,0,0,2.0,1.0,5.0,6.0,50.0,7175.0,0,1,0,264.0,1,1,0.0,0.0,0,0,1,0,0,0,0,1
194500.0,12.178187442040638,17.0,1744.0,402.0,1,0,1,3.0,2.5,7.0,7.0,74.7688,9453.0,1,1,0,457.0,1,1,0.0,0.0,0,0,1,0,0,0,0,1
152000.0,11.931635799828413,26.0,1097.0,338.0,1,0,0,3.0,2.0,5.0,6.0,81.0,9672.0,0,1,0,480.0,1,1,0.0,0.0,0,0,1,0,0,0,0,1
171000.0,12.049418835484797,30.0,1564.0,0.0,1,0,0,3.0,2.5,6.0,6.0,70.0,8400.0,1,1,0,476.0,1,1,0.0,1.0,0,0,1,0,0,0,0,1
67500.0,11.119882876860622,90.0,1012.0,0.0,1,0,0,2.0,1.0,5.0,5.0,70.0,9800.0,0,1,0,429.0,1,0,0.0,0.0,0,1,0,0,0,0,0,1
112000.0,11.626254150277232,32.0,1902.0,0.0,1,0,1,4.0,2.0,5.0,6.0,68.0,8930.0,1,1,0,539.0,1,1,0.0,0.0,0,0,0,0,0,0,0,1
148000.0,11.904967552746252,49.0,1155.0,899.0,1,0,0,3.0,1.0,7.0,5.0,88.0,11782.0,0,1,0,576.0,1,1,0.0,0.0,0,0,1,0,0,0,0,1
138500.0,11.83862560460953,45.0,894.0,670.0,1,0,1,3.0,1.0,8.0,5.0,65.0,8450.0,0,1,0,336.0,1,1,0.0,1.0,0,0,1,0,0,0,0,1
122000.0,11.711776323715394,43.0,900.0,450.0,1,0,0,3.0,1.0,5.0,5.0,74.7688,9819.0,0,1,0,280.0,1,1,0.0,0.0,0,0,1,0,0,0,0,1
133000.0,11.79810440720389,47.0,1040.0,824.0,1,0,0,3.0,1.5,5.0,5.0,75.0,7500.0,0,1,0,308.0,1,1,0.0,0.0,0,0,1,0,0,0,0,1
127000.0,11.751942365440728,48.0,1040.0,659.0,1,0,0,3.0,1.5,8.0,5.0,74.7688,6897.0,0,1,0,260.0,1,1,0.0,0.0,0,0,1,0,0,0,0,1
190000.0,12.154779351142624,18.0,1923.0,674.0,4,0,0,3.0,2.5,5.0,7.0,107.0,10186.0,1,1,0,564.0,1,1,0.0,1.0,0,0,1,0,0,0,0,1
362500.0,12.800779753276867,17.0,2349.0,1231.0,4,0,0,4.0,2.5,5.0,8.0,85.0,13143.0,1,1,0,762.0,1,1,0.0,1.0,0,0,1,0,0,0,0,1
285000.0,12.560244459250788,18.0,2225.0,1129.0,4,0,0,4.0,2.5,5.0,8.0,88.0,11134.0,1,1,0,713.0,1,1,0.0,1.0,0,0,1,0,0,0,0,1
260000.0,12.468436909997665,6.0,1488.0,1298.0,4,0,0,2.0,2.0,5.0,7.0,25.0,4835.0,0,1,0,506.0,1,1,0.0,1.0,0,0,0,1,0,0,0,1
190000.0,12.154779351142624,6.0,1680.0,0.0,4,0,0,2.0,2.5,5.0,7.0,39.0,3515.0,1,1,0,588.0,1,1,0.0,0.0,0,0,0,1,0,0,0,1
155000.0,11.951180395901384,6.0,1200.0,280.0,4,0,0,2.0,2.5,5.0,7.0,30.0,3215.0,1,1,0,480.0,1,1,0.0,0.0,0,0,0,1,0,0,0,1
151000.0,11.925035115797062,6.0,1200.0,0.0,4,0,0,2.0,2.5,5.0,7.0,30.0,3182.0,1,1,0,480.0,1,1,0.0,0.0,0,0,0,1,0,0,0,1
149500.0,11.915051671812877,6.0,1200.0,410.0,4,0,0,2.0,2.5,5.0,7.0,24.0,2544.0,1,1,0,480.0,1,1,0.0,0.0,0,0,0,1,0,0,0,1
152000.0,11.931635799828413,5.0,1236.0,376.0,4,0,0,2.0,2.5,5.0,6.0,24.0,2544.0,1,1,0,480.0,1,1,0.0,0.0,0,0,0,1,0,0,0,1
222000.0,12.310432660854417,1.0,1478.0,578.0,4,0,0,2.0,2.5,5.0,7.0,67.4375,4403.0,0,1,0,484.0,1,1,0.0,1.0,0,0,0,1,0,0,0,1
177500.0,12.086725887897607,10.0,1573.0,378.0,4,0,0,3.0,2.5,5.0,6.0,66.8214,2117.0,1,1,0,440.0,1,1,0.0,0.0,0,0,0,1,0,0,0,1
177000.0,12.083905011555967,10.0,1512.0,466.0,4,0,0,2.0,2.5,5.0,6.0,66.8214,2980.0,1,1,0,440.0,1,1,0.0,0.0,0,0,0,1,0,0,0,1
155000.0,11.951180395901384,11.0,1416.0,604.0,4,0,0,3.0,2.5,5.0,7.0,24.0,2572.0,1,1,0,484.0,1,1,0.0,0.0,0,0,0,1,0,0,0,1
147110.0,11.898935885244258,7.0,1080.0,244.0,4,0,0,2.0,2.5,5.0,7.0,74.7688,2403.0,1,1,0,496.0,1,1,0.0,0.0,0,0,0,1,0,0,0,1
267916.0,12.498428777526835,0.0,1418.0,1032.0,4,0,0,1.0,1.5,5.0,8.0,57.0,12853.0,0,1,0,852.0,1,1,0.0,1.0,0,0,0,1,0,0,0,1
254000.0,12.445089546000673,10.0,1848.0,484.0,4,0,0,3.0,2.5,5.0,8.0,68.0,7379.0,1,1,0,592.0,1,1,0.0,1.0,0,0,0,1,0,0,0,1
155000.0,11.951180395901384,30.0,788.0,728.0,4,0,0,1.0,1.0,5.0,8.0,30.0,4420.0,0,1,0,484.0,1,1,0.0,1.0,0,0,1,0,0,0,0,1
206000.0,12.235631447771718,32.0,1226.0,1052.0,4,0,0,1.0,1.0,6.0,8.0,40.0,3880.0,0,1,0,484.0,1,1,0.0,1.0,0,0,1,0,0,0,0,1
130500.0,11.779128505744886,34.0,1479.0,533.0,1,0,1,3.0,2.5,8.0,6.0,74.7688,13517.0,1,1,0,475.0,1,1,0.0,0.0,0,0,1,0,0,0,0,1
230000.0,12.345834587905333,8.0,1492.0,833.0,4,0,0,3.0,2.0,5.0,7.0,80.0,8000.0,0,1,0,596.0,1,1,0.0,1.0,0,0,0,1,0,0,0,1
218500.0,12.294541293517781,43.0,1829.0,506.0,3,0,0,4.0,2.0,6.0,6.0,74.7688,10456.0,0,1,0,535.0,1,1,0.0,0.0,0,0,1,0,0,0,0,1
243500.0,12.402872221504781,17.0,2495.0,1137.0,3,0,0,4.0,2.5,5.0,6.0,80.0,10791.0,1,1,0,660.0,1,1,0.0,1.0,0,0,1,0,0,0,0,1
205000.0,12.230765258120545,33.0,1610.0,1200.0,3,0,0,3.0,2.0,7.0,6.0,74.7688,10603.0,0,1,0,480.0,1,1,0.0,2.0,0,0,1,0,0,0,0,1
212500.0,12.266697267346608,32.0,1891.0,733.0,3,0,0,3.0,3.0,5.0,6.0,74.7688,18837.0,1,1,0,678.0,1,1,0.0,1.0,0,0,1,0,0,0,0,1
196500.0,12.188417710291453,22.0,1714.0,394.0,3,0,0,3.0,2.5,5.0,7.0,80.0,10421.0,1,1,0,496.0,1,1,0.0,1.0,0,0,1,0,0,0,0,1
197500.0,12.193493863323313,38.0,1381.0,982.0,3,0,0,3.0,1.5,7.0,6.0,78.0,9360.0,0,1,0,676.0,1,1,0.0,1.0,0,0,1,0,0,0,0,1
171000.0,12.049418835484797,39.0,1645.0,329.0,3,0,0,4.0,2.0,6.0,6.0,80.0,9600.0,1,1,0,441.0,1,1,0.0,0.0,0,0,1,0,0,0,0,1
142250.0,11.865341351988578,44.0,1232.0,698.0,2,0,0,3.0,1.5,5.0,5.0,80.0,9600.0,0,1,0,490.0,1,1,0.0,0.0,0,0,1,0,0,0,0,1
143000.0,11.870599909242044,47.0,1328.0,650.0,3,0,0,3.0,1.5,5.0,6.0,66.8214,9790.0,0,1,0,528.0,1,1,0.0,2.0,0,0,1,0,0,0,0,1
128950.0,11.76718001130949,51.0,1225.0,569.0,2,0,0,3.0,1.5,5.0,4.0,77.0,9320.0,0,1,0,0.0,0,1,0.0,0.0,0,0,1,0,0,0,0,1
159000.0,11.976659481202368,44.0,1209.0,1059.0,2,0,0,3.0,1.0,5.0,5.0,90.0,9900.0,0,1,0,504.0,1,1,0.0,0.0,0,0,1,0,0,0,0,1
178900.0,12.09458226949681,43.0,1510.0,1010.0,2,0,0,3.0,2.0,6.0,5.0,88.0,9680.0,0,1,0,517.0,1,1,0.0,0.0,0,0,1,0,0,0,0,1
180500.0,12.103486056755072,46.0,1152.0,1014.0,2,0,0,3.0,1.0,7.0,5.0,74.7688,14112.0,0,1,0,484.0,1,1,0.0,1.0,0,0,1,0,0,0,0,1
142125.0,11.864462231052837,60.0,1078.0,1078.0,2,0,0,2.0,1.0,6.0,5.0,68.0,9717.0,0,1,0,240.0,1,1,0.0,0.0,0,0,1,0,0,0,0,1
197600.0,12.194000064295905,58.0,2461.0,670.0,2,0,0,3.0,2.0,7.0,5.0,68.0,9724.0,1,1,0,400.0,1,1,0.0,2.0,0,0,1,0,0,0,0,1
172500.0,12.058152515453552,61.0,1556.0,300.0,2,0,1,3.0,2.0,6.0,6.0,120.0,17360.0,1,1,0,470.0,1,1,0.0,1.0,0,0,1,0,0,0,0,1
116500.0,11.665646551987892,52.0,858.0,696.0,2,0,0,2.0,1.0,7.0,5.0,50.0,7207.0,0,1,0,0.0,0,1,0.0,0.0,0,0,1,0,0,0,0,1
76500.0,11.245046019814627,70.0,1306.0,0.0,2,0,0,3.0,1.0,2.0,3.0,55.0,5350.0,0,1,0,0.0,0,1,0.0,0.0,0,0,1,0,0,0,0,1
128000.0,11.759785542901755,56.0,1063.0,644.0,2,0,0,3.0,1.0,5.0,5.0,80.0,9920.0,0,1,0,280.0,1,1,0.0,0.0,0,0,1,0,0,0,0,1
153000.0,11.938193200374572,55.0,1520.0,806.0,2,0,0,3.0,1.0,6.0,6.0,80.0,9600.0,0,1,0,364.0,1,1,0.0,2.0,0,0,1,0,0,0,0,1
132000.0,11.790557201568507,56.0,1268.0,540.0,2,0,0,2.0,1.0,6.0,5.0,78.0,7800.0,0,1,0,244.0,1,1,0.0,1.0,0,0,1,0,0,0,0,1
178000.0,12.089538829274222,44.0,1128.0,944.0,2,0,0,2.0,1.0,8.0,6.0,75.0,11380.0,0,1,0,315.0,1,1,0.0,1.0,0,0,1,0,0,0,0,1
154300.0,11.946654038351252,50.0,2274.0,443.0,2,0,0,5.0,2.0,5.0,5.0,80.0,11600.0,1,1,0,480.0,1,1,0.0,0.0,0,0,1,0,0,0,0,1
180000.0,12.100712129872347,40.0,2207.0,912.0,2,1,0,3.0,2.0,5.0,7.0,66.8214,19900.0,0,1,0,576.0,1,1,0.0,1.0,0,0,1,0,0,0,0,1
190000.0,12.154779351142624,44.0,1888.0,960.0,2,1,0,2.0,2.5,6.0,6.0,137.0,16492.0,0,1,0,578.0,1,1,0.0,1.0,0,0,1,0,0,0,0,1
135000.0,11.813030057420567,52.0,1604.0,0.0,2,0,0,4.0,2.0,5.0,5.0,70.0,8267.0,0,1,0,576.0,1,1,0.0,0.0,0,0,1,0,0,0,0,1
214000.0,12.273731294003989,7.0,1480.0,1188.0,2,0,0,3.0,2.0,5.0,7.0,70.0,8197.0,0,1,0,620.0,1,1,0.0,0.0,0,0,1,0,0,0,0,1
136000.0,11.820410164718188,51.0,1143.0,1018.0,2,0,0,3.0,1.0,5.0,5.0,74.7688,8050.0,0,1,0,308.0,1,1,0.0,0.0,0,0,1,0,0,0,0,1
165500.0,12.016726473799254,51.0,1700.0,1018.0,2,0,0,4.0,1.5,5.0,5.0,70.0,10552.0,0,1,0,447.0,1,1,0.0,1.0,0,0,1,0,0,0,0,1
145000.0,11.884489021402711,53.0,1314.0,922.0,2,0,0,3.0,1.0,6.0,5.0,70.0,8400.0,0,1,0,294.0,1,1,0.0,0.0,0,0,1,0,0,0,0,1
148000.0,11.904967552746252,51.0,1194.0,0.0,2,0,0,3.0,1.0,6.0,6.0,73.0,8760.0,0,1,0,312.0,1,1,0.0,0.0,0,0,1,0,0,0,0,1
167500.0,12.028738630247258,50.0,1264.0,697.0,2,0,0,3.0,1.0,5.0,5.0,73.0,9300.0,0,1,0,461.0,1,1,0.0,2.0,0,0,1,0,0,0,0,1
108538.0,11.594855621061042,51.0,1206.0,936.0,2,0,0,3.0,1.0,5.0,5.0,87.0,10725.0,0,1,0,312.0,1,1,0.0,0.0,0,0,1,0,0,0,0,1
159500.0,11.979799201207037,51.0,1580.0,734.0,2,0,0,3.0,1.5,5.0,6.0,80.0,10032.0,0,1,0,440.0,1,1,0.0,2.0,0,0,1,0,0,0,0,1
108000.0,11.589886506106357,54.0,1337.0,0.0,2,0,0,3.0,1.0,5.0,4.0,60.0,8382.0,1,1,0,263.0,1,1,0.0,0.0,0,0,1,0,0,0,0,1
135000.0,11.813030057420567,58.0,1064.0,339.0,2,0,0,2.0,1.0,7.0,5.0,60.0,10950.0,0,1,0,318.0,1,1,0.0,0.0,0,0,1,0,0,0,0,1
122500.0,11.715866308966918,55.0,972.0,648.0,2,0,0,3.0,1.0,6.0,5.0,119.0,10895.0,0,1,0,305.0,1,1,0.0,0.0,0,0,1,0,0,0,0,1
105000.0,11.56171562913966,90.0,985.0,0.0,2,0,0,2.0,1.0,7.0,4.0,65.0,7898.0,0,1,0,676.0,1,1,0.0,0.0,0,0,1,0,0,0,0,1
107500.0,11.585246126549855,55.0,827.0,0.0,2,0,0,2.0,1.0,7.0,5.0,60.0,7200.0,0,1,0,392.0,1,1,0.0,1.0,0,0,1,0,0,0,0,1
